Obs,"Diagnosis
Code",Code Description,"Code Valid
in FY2019
(10/1/18 - 9/30/19)","FY2019 MCE
Age Condition
[use AGE_AT
_DIAGNOSIS]","FY2019
MCE Sex
Condition","CY2019 (FY19/FY20)
MCE Age
Condition
[use AGE_AT
_DIAGNOSIS]","CY2019
(FY19/FY20)
MCE Sex
Condition","CC Age Split
[use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
4046,L97424,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,Y,,,,,,,217,,
4047,L97425,Non-pressure chronic ulcer of left heel and midfoot with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4048,L97426,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4049,L97428,Non-pressure chronic ulcer of left heel and midfoot with other specified severity,Y,,,,,,,217,,
4050,L97429,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,Y,,,,,,,217,,
4051,L97501,Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin,Y,,,,,,,217,,
4052,L97502,Non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed,Y,,,,,,,217,,
4053,L97503,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of muscle,Y,,,,,,,217,,
4054,L97504,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of bone,Y,,,,,,,217,,
4055,L97505,Non-pressure chronic ulcer of other part of unspecified foot with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4056,L97506,Non-pressure chronic ulcer of other part of unspecified foot with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4057,L97508,Non-pressure chronic ulcer of other part of unspecified foot with other specified severity,Y,,,,,,,217,,
4058,L97509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity,Y,,,,,,,217,,
4059,L97511,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,Y,,,,,,,217,,
4060,L97512,Non-pressure chronic ulcer of other part of right foot with fat layer exposed,Y,,,,,,,217,,
4061,L97513,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,Y,,,,,,,217,,
4062,L97514,Non-pressure chronic ulcer of other part of right foot with necrosis of bone,Y,,,,,,,217,,
4063,L97515,Non-pressure chronic ulcer of other part of right foot with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4064,L97516,Non-pressure chronic ulcer of other part of right foot with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4065,L97518,Non-pressure chronic ulcer of other part of right foot with other specified severity,Y,,,,,,,217,,
4066,L97519,Non-pressure chronic ulcer of other part of right foot with unspecified severity,Y,,,,,,,217,,
4067,L97521,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,Y,,,,,,,217,,
4068,L97522,Non-pressure chronic ulcer of other part of left foot with fat layer exposed,Y,,,,,,,217,,
4069,L97523,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle,Y,,,,,,,217,,
4070,L97524,Non-pressure chronic ulcer of other part of left foot with necrosis of bone,Y,,,,,,,217,,
4071,L97525,Non-pressure chronic ulcer of other part of left foot with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4072,L97526,Non-pressure chronic ulcer of other part of left foot with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4073,L97528,Non-pressure chronic ulcer of other part of left foot with other specified severity,Y,,,,,,,217,,
4074,L97529,Non-pressure chronic ulcer of other part of left foot with unspecified severity,Y,,,,,,,217,,
4075,L97801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,Y,,,,,,,217,,
4076,L97802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,Y,,,,,,,217,,
4077,L97803,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle,Y,,,,,,,217,,
4078,L97804,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of bone,Y,,,,,,,217,,
4079,L97805,Non-pressure chronic ulcer of other part of unspecified lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4080,L97806,Non-pressure chronic ulcer of other part of unspecified lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4081,L97808,Non-pressure chronic ulcer of other part of unspecified lower leg with other specified severity,Y,,,,,,,217,,
4082,L97809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,Y,,,,,,,217,,
4083,L97811,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin,Y,,,,,,,217,,
4084,L97812,Non-pressure chronic ulcer of other part of right lower leg with fat layer exposed,Y,,,,,,,217,,
4085,L97813,Non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle,Y,,,,,,,217,,
4086,L97814,Non-pressure chronic ulcer of other part of right lower leg with necrosis of bone,Y,,,,,,,217,,
4087,L97815,Non-pressure chronic ulcer of other part of right lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4088,L97816,Non-pressure chronic ulcer of other part of right lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4089,L97818,Non-pressure chronic ulcer of other part of right lower leg with other specified severity,Y,,,,,,,217,,
4090,L97819,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,Y,,,,,,,217,,
4091,L97821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin,Y,,,,,,,217,,
4092,L97822,Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed,Y,,,,,,,217,,
4093,L97823,Non-pressure chronic ulcer of other part of left lower leg with necrosis of muscle,Y,,,,,,,217,,
4094,L97824,Non-pressure chronic ulcer of other part of left lower leg with necrosis of bone,Y,,,,,,,217,,
4095,L97825,Non-pressure chronic ulcer of other part of left lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4096,L97826,Non-pressure chronic ulcer of other part of left lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4097,L97828,Non-pressure chronic ulcer of other part of left lower leg with other specified severity,Y,,,,,,,217,,
4098,L97829,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity,Y,,,,,,,217,,
4099,L97901,Non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of skin,Y,,,,,,,217,,
4100,L97902,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,Y,,,,,,,217,,
4101,L97903,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of muscle,Y,,,,,,,217,,
4102,L97904,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of bone,Y,,,,,,,217,,
4103,L97905,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4104,L97906,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4105,L97908,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with other specified severity,Y,,,,,,,217,,
4106,L97909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,Y,,,,,,,217,,
4107,L97911,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,Y,,,,,,,217,,
4108,L97912,Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,Y,,,,,,,217,,
4109,L97913,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,Y,,,,,,,217,,
4110,L97914,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of bone,Y,,,,,,,217,,
4111,L97915,Non-pressure chronic ulcer of unspecified part of right lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4112,L97916,Non-pressure chronic ulcer of unspecified part of right lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4113,L97918,Non-pressure chronic ulcer of unspecified part of right lower leg with other specified severity,Y,,,,,,,217,,
4114,L97919,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,Y,,,,,,,217,,
4115,L97921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,Y,,,,,,,217,,
4116,L97922,Non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed,Y,,,,,,,217,,
4117,L97923,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of muscle,Y,,,,,,,217,,
4118,L97924,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of bone,Y,,,,,,,217,,
4119,L97925,Non-pressure chronic ulcer of unspecified part of left lower leg with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4120,L97926,Non-pressure chronic ulcer of unspecified part of left lower leg with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4121,L97928,Non-pressure chronic ulcer of unspecified part of left lower leg with other specified severity,Y,,,,,,,217,,
4122,L97929,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,Y,,,,,,,217,,
4123,L98411,Non-pressure chronic ulcer of buttock limited to breakdown of skin,Y,,,,,,,217,,
4124,L98412,Non-pressure chronic ulcer of buttock with fat layer exposed,Y,,,,,,,217,,
4125,L98413,Non-pressure chronic ulcer of buttock with necrosis of muscle,Y,,,,,,,217,,
4126,L98414,Non-pressure chronic ulcer of buttock with necrosis of bone,Y,,,,,,,217,,
4127,L98415,Non-pressure chronic ulcer of buttock with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4128,L98416,Non-pressure chronic ulcer of buttock with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4129,L98418,Non-pressure chronic ulcer of buttock with other specified severity,Y,,,,,,,217,,
4130,L98419,Non-pressure chronic ulcer of buttock with unspecified severity,Y,,,,,,,217,,
4131,L98421,Non-pressure chronic ulcer of back limited to breakdown of skin,Y,,,,,,,217,,
4132,L98422,Non-pressure chronic ulcer of back with fat layer exposed,Y,,,,,,,217,,
4133,L98423,Non-pressure chronic ulcer of back with necrosis of muscle,Y,,,,,,,217,,
4134,L98424,Non-pressure chronic ulcer of back with necrosis of bone,Y,,,,,,,217,,
4135,L98425,Non-pressure chronic ulcer of back with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4136,L98426,Non-pressure chronic ulcer of back with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4137,L98428,Non-pressure chronic ulcer of back with other specified severity,Y,,,,,,,217,,
4138,L98429,Non-pressure chronic ulcer of back with unspecified severity,Y,,,,,,,217,,
4139,L98491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,Y,,,,,,,217,,
4140,L98492,Non-pressure chronic ulcer of skin of other sites with fat layer exposed,Y,,,,,,,217,,
4141,L98493,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle,Y,,,,,,,217,,
4142,L98494,Non-pressure chronic ulcer of skin of other sites with necrosis of bone,Y,,,,,,,217,,
4143,L98495,Non-pressure chronic ulcer of skin of other sites with muscle involvement without evidence of necrosis,Y,,,,,,,217,,
4144,L98496,Non-pressure chronic ulcer of skin of other sites with bone involvement without evidence of necrosis,Y,,,,,,,217,,
4145,L98498,Non-pressure chronic ulcer of skin of other sites with other specified severity,Y,,,,,,,217,,
4146,L98499,Non-pressure chronic ulcer of skin of other sites with unspecified severity,Y,,,,,,,217,,
4147,M0000,"Staphylococcal arthritis, unspecified joint",Y,,,,,,,55,,
4148,M00011,"Staphylococcal arthritis, right shoulder",Y,,,,,,,55,,
4149,M00012,"Staphylococcal arthritis, left shoulder",Y,,,,,,,55,,
4150,M00019,"Staphylococcal arthritis, unspecified shoulder",Y,,,,,,,55,,
4151,M00021,"Staphylococcal arthritis, right elbow",Y,,,,,,,55,,
4152,M00022,"Staphylococcal arthritis, left elbow",Y,,,,,,,55,,
4153,M00029,"Staphylococcal arthritis, unspecified elbow",Y,,,,,,,55,,
4154,M00031,"Staphylococcal arthritis, right wrist",Y,,,,,,,55,,
4155,M00032,"Staphylococcal arthritis, left wrist",Y,,,,,,,55,,
4156,M00039,"Staphylococcal arthritis, unspecified wrist",Y,,,,,,,55,,
4157,M00041,"Staphylococcal arthritis, right hand",Y,,,,,,,55,,
4158,M00042,"Staphylococcal arthritis, left hand",Y,,,,,,,55,,
4159,M00049,"Staphylococcal arthritis, unspecified hand",Y,,,,,,,55,,
4160,M00051,"Staphylococcal arthritis, right hip",Y,,,,,,,55,,
4161,M00052,"Staphylococcal arthritis, left hip",Y,,,,,,,55,,
4162,M00059,"Staphylococcal arthritis, unspecified hip",Y,,,,,,,55,,
4163,M00061,"Staphylococcal arthritis, right knee",Y,,,,,,,55,,
4164,M00062,"Staphylococcal arthritis, left knee",Y,,,,,,,55,,
4165,M00069,"Staphylococcal arthritis, unspecified knee",Y,,,,,,,55,,
4166,M00071,"Staphylococcal arthritis, right ankle and foot",Y,,,,,,,55,,
4167,M00072,"Staphylococcal arthritis, left ankle and foot",Y,,,,,,,55,,
4168,M00079,"Staphylococcal arthritis, unspecified ankle and foot",Y,,,,,,,55,,
4169,M0008,"Staphylococcal arthritis, vertebrae",Y,,,,,,,55,,
4170,M0009,Staphylococcal polyarthritis,Y,,,,,,,55,,
4171,M0010,"Pneumococcal arthritis, unspecified joint",Y,,,,,,,55,,
4172,M00111,"Pneumococcal arthritis, right shoulder",Y,,,,,,,55,,
4173,M00112,"Pneumococcal arthritis, left shoulder",Y,,,,,,,55,,
4174,M00119,"Pneumococcal arthritis, unspecified shoulder",Y,,,,,,,55,,
4175,M00121,"Pneumococcal arthritis, right elbow",Y,,,,,,,55,,
4176,M00122,"Pneumococcal arthritis, left elbow",Y,,,,,,,55,,
4177,M00129,"Pneumococcal arthritis, unspecified elbow",Y,,,,,,,55,,
4178,M00131,"Pneumococcal arthritis, right wrist",Y,,,,,,,55,,
4179,M00132,"Pneumococcal arthritis, left wrist",Y,,,,,,,55,,
4180,M00139,"Pneumococcal arthritis, unspecified wrist",Y,,,,,,,55,,
4181,M00141,"Pneumococcal arthritis, right hand",Y,,,,,,,55,,
4182,M00142,"Pneumococcal arthritis, left hand",Y,,,,,,,55,,
4183,M00149,"Pneumococcal arthritis, unspecified hand",Y,,,,,,,55,,
4184,M00151,"Pneumococcal arthritis, right hip",Y,,,,,,,55,,
4185,M00152,"Pneumococcal arthritis, left hip",Y,,,,,,,55,,
4186,M00159,"Pneumococcal arthritis, unspecified hip",Y,,,,,,,55,,
4187,M00161,"Pneumococcal arthritis, right knee",Y,,,,,,,55,,
4188,M00162,"Pneumococcal arthritis, left knee",Y,,,,,,,55,,
4189,M00169,"Pneumococcal arthritis, unspecified knee",Y,,,,,,,55,,
4190,M00171,"Pneumococcal arthritis, right ankle and foot",Y,,,,,,,55,,
4191,M00172,"Pneumococcal arthritis, left ankle and foot",Y,,,,,,,55,,
4192,M00179,"Pneumococcal arthritis, unspecified ankle and foot",Y,,,,,,,55,,
4193,M0018,"Pneumococcal arthritis, vertebrae",Y,,,,,,,55,,
4194,M0019,Pneumococcal polyarthritis,Y,,,,,,,55,,
4195,M0020,"Other streptococcal arthritis, unspecified joint",Y,,,,,,,55,,
4196,M00211,"Other streptococcal arthritis, right shoulder",Y,,,,,,,55,,
4197,M00212,"Other streptococcal arthritis, left shoulder",Y,,,,,,,55,,
4198,M00219,"Other streptococcal arthritis, unspecified shoulder",Y,,,,,,,55,,
4199,M00221,"Other streptococcal arthritis, right elbow",Y,,,,,,,55,,
4200,M00222,"Other streptococcal arthritis, left elbow",Y,,,,,,,55,,
4201,M00229,"Other streptococcal arthritis, unspecified elbow",Y,,,,,,,55,,
4202,M00231,"Other streptococcal arthritis, right wrist",Y,,,,,,,55,,
4203,M00232,"Other streptococcal arthritis, left wrist",Y,,,,,,,55,,
4204,M00239,"Other streptococcal arthritis, unspecified wrist",Y,,,,,,,55,,
4205,M00241,"Other streptococcal arthritis, right hand",Y,,,,,,,55,,
4206,M00242,"Other streptococcal arthritis, left hand",Y,,,,,,,55,,
4207,M00249,"Other streptococcal arthritis, unspecified hand",Y,,,,,,,55,,
4208,M00251,"Other streptococcal arthritis, right hip",Y,,,,,,,55,,
4209,M00252,"Other streptococcal arthritis, left hip",Y,,,,,,,55,,
4210,M00259,"Other streptococcal arthritis, unspecified hip",Y,,,,,,,55,,
4211,M00261,"Other streptococcal arthritis, right knee",Y,,,,,,,55,,
4212,M00262,"Other streptococcal arthritis, left knee",Y,,,,,,,55,,
4213,M00269,"Other streptococcal arthritis, unspecified knee",Y,,,,,,,55,,
4214,M00271,"Other streptococcal arthritis, right ankle and foot",Y,,,,,,,55,,
4215,M00272,"Other streptococcal arthritis, left ankle and foot",Y,,,,,,,55,,
4216,M00279,"Other streptococcal arthritis, unspecified ankle and foot",Y,,,,,,,55,,
4217,M0028,"Other streptococcal arthritis, vertebrae",Y,,,,,,,55,,
4218,M0029,Other streptococcal polyarthritis,Y,,,,,,,55,,
4219,M0080,"Arthritis due to other bacteria, unspecified joint",Y,,,,,,,55,,
4220,M00811,"Arthritis due to other bacteria, right shoulder",Y,,,,,,,55,,
4221,M00812,"Arthritis due to other bacteria, left shoulder",Y,,,,,,,55,,
4222,M00819,"Arthritis due to other bacteria, unspecified shoulder",Y,,,,,,,55,,
4223,M00821,"Arthritis due to other bacteria, right elbow",Y,,,,,,,55,,
4224,M00822,"Arthritis due to other bacteria, left elbow",Y,,,,,,,55,,
4225,M00829,"Arthritis due to other bacteria, unspecified elbow",Y,,,,,,,55,,
4226,M00831,"Arthritis due to other bacteria, right wrist",Y,,,,,,,55,,
4227,M00832,"Arthritis due to other bacteria, left wrist",Y,,,,,,,55,,
4228,M00839,"Arthritis due to other bacteria, unspecified wrist",Y,,,,,,,55,,
4229,M00841,"Arthritis due to other bacteria, right hand",Y,,,,,,,55,,
4230,M00842,"Arthritis due to other bacteria, left hand",Y,,,,,,,55,,
4231,M00849,"Arthritis due to other bacteria, unspecified hand",Y,,,,,,,55,,
4232,M00851,"Arthritis due to other bacteria, right hip",Y,,,,,,,55,,
4233,M00852,"Arthritis due to other bacteria, left hip",Y,,,,,,,55,,
4234,M00859,"Arthritis due to other bacteria, unspecified hip",Y,,,,,,,55,,
4235,M00861,"Arthritis due to other bacteria, right knee",Y,,,,,,,55,,
4236,M00862,"Arthritis due to other bacteria, left knee",Y,,,,,,,55,,
4237,M00869,"Arthritis due to other bacteria, unspecified knee",Y,,,,,,,55,,
4238,M00871,"Arthritis due to other bacteria, right ankle and foot",Y,,,,,,,55,,
4239,M00872,"Arthritis due to other bacteria, left ankle and foot",Y,,,,,,,55,,
4240,M00879,"Arthritis due to other bacteria, unspecified ankle and foot",Y,,,,,,,55,,
4241,M0088,"Arthritis due to other bacteria, vertebrae",Y,,,,,,,55,,
4242,M0089,Polyarthritis due to other bacteria,Y,,,,,,,55,,
4243,M009,"Pyogenic arthritis, unspecified",Y,,,,,,,55,,
4244,M01X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4245,M01X11,Direct infection of right shoulder in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4246,M01X12,Direct infection of left shoulder in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4247,M01X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4248,M01X21,Direct infection of right elbow in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4249,M01X22,Direct infection of left elbow in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4250,M01X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4251,M01X31,Direct infection of right wrist in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4252,M01X32,Direct infection of left wrist in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4253,M01X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4254,M01X41,Direct infection of right hand in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4255,M01X42,Direct infection of left hand in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4256,M01X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4257,M01X51,Direct infection of right hip in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4258,M01X52,Direct infection of left hip in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4259,M01X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4260,M01X61,Direct infection of right knee in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4261,M01X62,Direct infection of left knee in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4262,M01X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4263,M01X71,Direct infection of right ankle and foot in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4264,M01X72,Direct infection of left ankle and foot in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4265,M01X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4266,M01X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4267,M01X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere,Y,,,,,,,55,,
4268,M0210,"Postdysenteric arthropathy, unspecified site",Y,,,,,,,55,,
4269,M02111,"Postdysenteric arthropathy, right shoulder",Y,,,,,,,55,,
4270,M02112,"Postdysenteric arthropathy, left shoulder",Y,,,,,,,55,,
4271,M02119,"Postdysenteric arthropathy, unspecified shoulder",Y,,,,,,,55,,
4272,M02121,"Postdysenteric arthropathy, right elbow",Y,,,,,,,55,,
4273,M02122,"Postdysenteric arthropathy, left elbow",Y,,,,,,,55,,
4274,M02129,"Postdysenteric arthropathy, unspecified elbow",Y,,,,,,,55,,
4275,M02131,"Postdysenteric arthropathy, right wrist",Y,,,,,,,55,,
4276,M02132,"Postdysenteric arthropathy, left wrist",Y,,,,,,,55,,
4277,M02139,"Postdysenteric arthropathy, unspecified wrist",Y,,,,,,,55,,
4278,M02141,"Postdysenteric arthropathy, right hand",Y,,,,,,,55,,
4279,M02142,"Postdysenteric arthropathy, left hand",Y,,,,,,,55,,
4280,M02149,"Postdysenteric arthropathy, unspecified hand",Y,,,,,,,55,,
4281,M02151,"Postdysenteric arthropathy, right hip",Y,,,,,,,55,,
4282,M02152,"Postdysenteric arthropathy, left hip",Y,,,,,,,55,,
4283,M02159,"Postdysenteric arthropathy, unspecified hip",Y,,,,,,,55,,
4284,M02161,"Postdysenteric arthropathy, right knee",Y,,,,,,,55,,
4285,M02162,"Postdysenteric arthropathy, left knee",Y,,,,,,,55,,
4286,M02169,"Postdysenteric arthropathy, unspecified knee",Y,,,,,,,55,,
4287,M02171,"Postdysenteric arthropathy, right ankle and foot",Y,,,,,,,55,,
4288,M02172,"Postdysenteric arthropathy, left ankle and foot",Y,,,,,,,55,,
4289,M02179,"Postdysenteric arthropathy, unspecified ankle and foot",Y,,,,,,,55,,
4290,M0218,"Postdysenteric arthropathy, vertebrae",Y,,,,,,,55,,
4291,M0219,"Postdysenteric arthropathy, multiple sites",Y,,,,,,,55,,
4292,M0230,"Reiter's disease, unspecified site",Y,,,,,,,57,,
4293,M02311,"Reiter's disease, right shoulder",Y,,,,,,,57,,
4294,M02312,"Reiter's disease, left shoulder",Y,,,,,,,57,,
4295,M02319,"Reiter's disease, unspecified shoulder",Y,,,,,,,57,,
4296,M02321,"Reiter's disease, right elbow",Y,,,,,,,57,,
4297,M02322,"Reiter's disease, left elbow",Y,,,,,,,57,,
4298,M02329,"Reiter's disease, unspecified elbow",Y,,,,,,,57,,
4299,M02331,"Reiter's disease, right wrist",Y,,,,,,,57,,
4300,M02332,"Reiter's disease, left wrist",Y,,,,,,,57,,
4301,M02339,"Reiter's disease, unspecified wrist",Y,,,,,,,57,,
4302,M02341,"Reiter's disease, right hand",Y,,,,,,,57,,
4303,M02342,"Reiter's disease, left hand",Y,,,,,,,57,,
4304,M02349,"Reiter's disease, unspecified hand",Y,,,,,,,57,,
4305,M02351,"Reiter's disease, right hip",Y,,,,,,,57,,
4306,M02352,"Reiter's disease, left hip",Y,,,,,,,57,,
4307,M02359,"Reiter's disease, unspecified hip",Y,,,,,,,57,,
4308,M02361,"Reiter's disease, right knee",Y,,,,,,,57,,
4309,M02362,"Reiter's disease, left knee",Y,,,,,,,57,,
4310,M02369,"Reiter's disease, unspecified knee",Y,,,,,,,57,,
4311,M02371,"Reiter's disease, right ankle and foot",Y,,,,,,,57,,
4312,M02372,"Reiter's disease, left ankle and foot",Y,,,,,,,57,,
4313,M02379,"Reiter's disease, unspecified ankle and foot",Y,,,,,,,57,,
4314,M0238,"Reiter's disease, vertebrae",Y,,,,,,,57,,
4315,M0239,"Reiter's disease, multiple sites",Y,,,,,,,57,,
4316,M0280,"Other reactive arthropathies, unspecified site",Y,,,,,,,55,,
4317,M02811,"Other reactive arthropathies, right shoulder",Y,,,,,,,55,,
4318,M02812,"Other reactive arthropathies, left shoulder",Y,,,,,,,55,,
4319,M02819,"Other reactive arthropathies, unspecified shoulder",Y,,,,,,,55,,
4320,M02821,"Other reactive arthropathies, right elbow",Y,,,,,,,55,,
4321,M02822,"Other reactive arthropathies, left elbow",Y,,,,,,,55,,
4322,M02829,"Other reactive arthropathies, unspecified elbow",Y,,,,,,,55,,
4323,M02831,"Other reactive arthropathies, right wrist",Y,,,,,,,55,,
4324,M02832,"Other reactive arthropathies, left wrist",Y,,,,,,,55,,
4325,M02839,"Other reactive arthropathies, unspecified wrist",Y,,,,,,,55,,
4326,M02841,"Other reactive arthropathies, right hand",Y,,,,,,,55,,
4327,M02842,"Other reactive arthropathies, left hand",Y,,,,,,,55,,
4328,M02849,"Other reactive arthropathies, unspecified hand",Y,,,,,,,55,,
4329,M02851,"Other reactive arthropathies, right hip",Y,,,,,,,55,,
4330,M02852,"Other reactive arthropathies, left hip",Y,,,,,,,55,,
4331,M02859,"Other reactive arthropathies, unspecified hip",Y,,,,,,,55,,
4332,M02861,"Other reactive arthropathies, right knee",Y,,,,,,,55,,
4333,M02862,"Other reactive arthropathies, left knee",Y,,,,,,,55,,
4334,M02869,"Other reactive arthropathies, unspecified knee",Y,,,,,,,55,,
4335,M02871,"Other reactive arthropathies, right ankle and foot",Y,,,,,,,55,,
4336,M02872,"Other reactive arthropathies, left ankle and foot",Y,,,,,,,55,,
4337,M02879,"Other reactive arthropathies, unspecified ankle and foot",Y,,,,,,,55,,
4338,M0288,"Other reactive arthropathies, vertebrae",Y,,,,,,,55,,
4339,M0289,"Other reactive arthropathies, multiple sites",Y,,,,,,,55,,
4340,M029,"Reactive arthropathy, unspecified",Y,,,,,,,55,,
4341,M041,Periodic fever syndromes,Y,,,,,,,57,,
4342,M042,Cryopyrin-associated periodic syndromes,Y,,,,,,,57,,
4343,M048,Other autoinflammatory syndromes,Y,,,,,,,57,,
4344,M049,"Autoinflammatory syndrome, unspecified",Y,,,,,,,57,,
4345,M0500,"Felty's syndrome, unspecified site",Y,,,,,,,56,,
4346,M05011,"Felty's syndrome, right shoulder",Y,,,,,,,56,,
4347,M05012,"Felty's syndrome, left shoulder",Y,,,,,,,56,,
4348,M05019,"Felty's syndrome, unspecified shoulder",Y,,,,,,,56,,
4349,M05021,"Felty's syndrome, right elbow",Y,,,,,,,56,,
4350,M05022,"Felty's syndrome, left elbow",Y,,,,,,,56,,
4351,M05029,"Felty's syndrome, unspecified elbow",Y,,,,,,,56,,
4352,M05031,"Felty's syndrome, right wrist",Y,,,,,,,56,,
4353,M05032,"Felty's syndrome, left wrist",Y,,,,,,,56,,
4354,M05039,"Felty's syndrome, unspecified wrist",Y,,,,,,,56,,
4355,M05041,"Felty's syndrome, right hand",Y,,,,,,,56,,
4356,M05042,"Felty's syndrome, left hand",Y,,,,,,,56,,
4357,M05049,"Felty's syndrome, unspecified hand",Y,,,,,,,56,,
4358,M05051,"Felty's syndrome, right hip",Y,,,,,,,56,,
